no_trees,max_trees,max_depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split,tinygbdt_forestsize
1.0,200.0,7.0,4.0,15.0,8.0,556.0,816.0,0.06278240786870781,0.0,0.0,500000.0
1.0,200.0,7.0,4.0,15.0,8.0,556.0,816.0,0.06278240786870781,0.0,0.0,64000.0
1.0,200.0,7.0,8.0,62.0,32.0,2396.0,3504.0,0.07891104242090097,0.0,0.0,64000.0
1.0,200.0,7.0,8.0,62.0,32.0,2396.0,3504.0,0.07891104242090097,0.0,0.0,500000.0
1.0,200.0,7.0,9.0,236.0,120.0,9456.0,13360.0,0.0946554181447361,0.0,0.0,64000.0
1.0,200.0,7.0,9.0,236.0,120.0,9456.0,13360.0,0.0946554181447361,0.0,0.0,500000.0
2.0,200.0,7.0,4.0,28.0,16.0,1008.0,1632.0,0.11312043416272388,0.0,0.0,500000.0
2.0,200.0,7.0,4.0,28.0,16.0,1008.0,1632.0,0.11312043416272388,0.0,0.0,64000.0
2.0,200.0,7.0,9.0,119.0,64.0,4378.0,7008.0,0.1454843893281519,0.0,0.0,64000.0
2.0,200.0,7.0,9.0,119.0,64.0,4378.0,7008.0,0.1454843893281519,0.0,0.0,500000.0
2.0,200.0,7.0,9.0,445.0,241.0,16999.0,26832.0,0.17487771153150733,0.0,0.0,64000.0
2.0,200.0,7.0,9.0,445.0,241.0,16999.0,26832.0,0.17487771153150733,0.0,0.0,500000.0
3.0,200.0,7.0,6.0,41.0,24.0,1473.0,2448.0,0.1543277033203806,0.0,0.0,500000.0
3.0,200.0,7.0,6.0,41.0,24.0,1473.0,2448.0,0.1543277033203806,0.0,0.0,64000.0
3.0,200.0,7.0,9.0,177.0,96.0,6454.0,10512.0,0.20064790714472414,0.0,0.0,500000.0
3.0,200.0,7.0,9.0,177.0,96.0,6454.0,10512.0,0.20064790714472414,0.0,0.0,64000.0
3.0,200.0,7.0,9.0,646.0,359.0,24347.0,39968.0,0.24596631444785788,0.0,0.0,500000.0
3.0,200.0,7.0,9.0,646.0,359.0,24347.0,39968.0,0.24596631444785788,0.0,0.0,64000.0
4.0,200.0,7.0,8.0,55.0,32.0,1972.0,3264.0,0.19026321250615608,0.0,0.0,64000.0
4.0,200.0,7.0,8.0,55.0,32.0,1972.0,3264.0,0.19026321250615608,0.0,0.0,500000.0
4.0,200.0,7.0,9.0,233.0,128.0,8382.0,14016.0,0.2431768617547927,0.0,0.0,500000.0
4.0,200.0,7.0,9.0,233.0,128.0,8382.0,14016.0,0.2431768617547927,0.0,0.0,64000.0
4.0,200.0,7.0,9.0,851.0,475.0,31688.0,52880.0,0.3005275884204869,0.0,0.0,500000.0
4.0,200.0,7.0,9.0,851.0,475.0,31688.0,52880.0,0.3005275884204869,0.0,0.0,64000.0
5.0,200.0,7.0,8.0,68.0,40.0,2428.0,4080.0,0.22080938807297035,0.0,0.0,500000.0
5.0,200.0,7.0,8.0,68.0,40.0,2428.0,4080.0,0.22080938807297035,0.0,0.0,64000.0
5.0,200.0,7.0,9.0,285.0,160.0,10279.0,17520.0,0.28546325063424716,0.0,0.0,500000.0
5.0,200.0,7.0,9.0,285.0,160.0,10279.0,17520.0,0.28546325063424716,0.0,0.0,64000.0
5.0,200.0,7.0,9.0,1041.0,589.0,38878.0,65568.0,0.3485917247228072,0.0,0.0,500000.0
5.0,200.0,7.0,9.0,1041.0,589.0,38878.0,65568.0,0.3485917247228072,0.0,0.0,64000.0
6.0,200.0,7.0,8.0,83.0,48.0,2928.0,4896.0,0.24587973774886307,0.0,0.0,64000.0
6.0,200.0,7.0,8.0,83.0,48.0,2928.0,4896.0,0.24587973774886307,0.0,0.0,500000.0
6.0,200.0,7.0,9.0,337.0,191.0,12161.0,20912.0,0.32019013159684717,0.0,0.0,64000.0
6.0,200.0,7.0,9.0,337.0,191.0,12161.0,20912.0,0.32019013159684717,0.0,0.0,500000.0
6.0,200.0,7.0,9.0,1229.0,707.0,45839.0,78704.0,0.3877257209681637,0.0,0.0,64000.0
6.0,200.0,7.0,9.0,1229.0,707.0,45839.0,78704.0,0.3877257209681637,0.0,0.0,500000.0
7.0,200.0,7.0,8.0,96.0,56.0,3367.0,5712.0,0.26833004557354767,0.0,0.0,500000.0
7.0,200.0,7.0,8.0,96.0,56.0,3367.0,5712.0,0.26833004557354767,0.0,0.0,64000.0
7.0,200.0,7.0,9.0,388.0,223.0,13969.0,24416.0,0.35314099598438264,0.0,0.0,64000.0
7.0,200.0,7.0,9.0,388.0,223.0,13969.0,24416.0,0.35314099598438264,0.0,0.0,500000.0
7.0,200.0,7.0,9.0,1415.0,830.0,52615.0,92400.0,0.4262324071168788,0.0,0.0,64000.0
7.0,200.0,7.0,9.0,1415.0,830.0,52615.0,92400.0,0.4262324071168788,0.0,0.0,500000.0
8.0,200.0,7.0,8.0,108.0,64.0,3789.0,6528.0,0.2858206320065909,0.0,0.0,500000.0
8.0,200.0,7.0,8.0,108.0,64.0,3789.0,6528.0,0.2858206320065909,0.0,0.0,64000.0
8.0,200.0,7.0,9.0,441.0,255.0,15817.0,27920.0,0.3752374022075977,0.0,0.0,500000.0
8.0,200.0,7.0,9.0,441.0,255.0,15817.0,27920.0,0.3752374022075977,0.0,0.0,64000.0
8.0,200.0,7.0,9.0,1599.0,948.0,59288.0,105536.0,0.4562554666656159,0.0,0.0,500000.0
8.0,200.0,7.0,9.0,1599.0,948.0,59288.0,105536.0,0.4562554666656159,0.0,0.0,64000.0
9.0,200.0,7.0,9.0,120.0,72.0,4214.0,7344.0,0.30244202169218004,0.0,0.0,500000.0
9.0,200.0,7.0,9.0,120.0,72.0,4214.0,7344.0,0.30244202169218004,0.0,0.0,64000.0
9.0,200.0,7.0,9.0,492.0,287.0,17659.0,31424.0,0.3976717552898583,0.0,0.0,64000.0
9.0,200.0,7.0,9.0,492.0,287.0,17659.0,31424.0,0.3976717552898583,0.0,0.0,500000.0
9.0,200.0,7.0,9.0,1770.0,1068.0,65865.0,118896.0,0.4805458612614052,0.0,0.0,64000.0
9.0,200.0,7.0,9.0,1770.0,1068.0,65865.0,118896.0,0.4805458612614052,0.0,0.0,500000.0
10.0,200.0,7.0,9.0,134.0,80.0,4725.0,8160.0,0.31440500070526567,0.0,0.0,64000.0
10.0,200.0,7.0,9.0,134.0,80.0,4725.0,8160.0,0.31440500070526567,0.0,0.0,500000.0
10.0,200.0,7.0,9.0,546.0,319.0,19612.0,34928.0,0.4177572284275045,0.0,0.0,500000.0
10.0,200.0,7.0,9.0,546.0,319.0,19612.0,34928.0,0.4177572284275045,0.0,0.0,64000.0
10.0,200.0,7.0,9.0,1926.0,1177.0,71702.0,131024.0,0.5009372137215757,0.0,0.0,64000.0
10.0,200.0,7.0,9.0,1926.0,1177.0,71702.0,131024.0,0.5009372137215757,0.0,0.0,500000.0
15.0,200.0,7.0,9.0,196.0,120.0,6882.0,12240.0,0.3668462766805193,0.0,0.0,500000.0
15.0,200.0,7.0,9.0,196.0,120.0,6882.0,12240.0,0.3668462766805193,0.0,0.0,64000.0
15.0,200.0,7.0,9.0,799.0,477.0,28797.0,52224.0,0.481307696716915,0.0,0.0,500000.0
15.0,200.0,7.0,9.0,799.0,477.0,28797.0,52224.0,0.481307696716915,0.0,0.0,64000.0
15.0,200.0,7.0,9.0,2681.0,1729.0,100779.0,192448.0,0.579022858319939,0.0,0.0,500000.0
15.0,200.0,7.0,9.0,2681.0,1729.0,100779.0,192448.0,0.579022858319939,0.0,0.0,64000.0
20.0,200.0,7.0,9.0,259.0,160.0,9069.0,16320.0,0.3998413581524797,0.0,0.0,64000.0
20.0,200.0,7.0,9.0,259.0,160.0,9069.0,16320.0,0.3998413581524797,0.0,0.0,500000.0
20.0,200.0,7.0,9.0,1050.0,632.0,38019.0,69184.0,0.5157121516942927,0.0,0.0,64000.0
20.0,200.0,7.0,9.0,1050.0,632.0,38019.0,69184.0,0.5157121516942927,0.0,0.0,500000.0
20.0,200.0,7.0,9.0,3324.0,2240.0,125363.0,249280.0,0.6207251527815588,0.0,0.0,500000.0
20.0,200.0,7.0,9.0,3324.0,2240.0,125363.0,249280.0,0.6207251527815588,0.0,0.0,64000.0
30.0,200.0,7.0,9.0,389.0,240.0,13627.0,24480.0,0.4486685311994927,0.0,0.0,500000.0
30.0,200.0,7.0,9.0,389.0,240.0,13627.0,24480.0,0.4486685311994927,0.0,0.0,64000.0
30.0,200.0,7.0,9.0,1501.0,935.0,54549.0,102320.0,0.5703610777998891,0.0,0.0,64000.0
30.0,200.0,7.0,9.0,1501.0,935.0,54549.0,102320.0,0.5703610777998891,0.0,0.0,500000.0
22.0,200.0,7.0,9.0,3577.0,2443.0,134989.0,271856.0,0.6357316223687052,0.0,0.0,64000.0
30.0,200.0,7.0,9.0,4463.0,3167.0,169420.0,352304.0,0.6655249994938841,0.0,0.0,500000.0
40.0,200.0,7.0,9.0,511.0,320.0,17920.0,32640.0,0.4763698604277026,0.0,0.0,64000.0
40.0,200.0,7.0,9.0,511.0,320.0,17920.0,32640.0,0.4763698604277026,0.0,0.0,500000.0
40.0,200.0,7.0,9.0,1927.0,1222.0,70293.0,133664.0,0.6054006331681949,0.0,0.0,64000.0
40.0,200.0,7.0,9.0,1927.0,1222.0,70293.0,133664.0,0.6054006331681949,0.0,0.0,500000.0
22.0,200.0,7.0,9.0,5353.0,2443.0,204245.0,271856.0,0.6357316223687052,0.0,0.0,64000.0
40.0,200.0,7.0,9.0,3577.0,3904.0,134989.0,434048.0,0.6962524577720131,0.0,0.0,500000.0
50.0,200.0,7.0,9.0,628.0,399.0,22140.0,40688.0,0.4982766509863479,0.0,0.0,500000.0
50.0,200.0,7.0,9.0,628.0,399.0,22140.0,40688.0,0.4982766509863479,0.0,0.0,64000.0
50.0,200.0,7.0,9.0,2305.0,1502.0,84875.0,164224.0,0.6315897888324703,0.0,0.0,64000.0
50.0,200.0,7.0,9.0,2305.0,1502.0,84875.0,164224.0,0.6315897888324703,0.0,0.0,500000.0
22.0,200.0,7.0,9.0,6217.0,2443.0,237925.0,271856.0,0.6357316223687052,0.0,0.0,64000.0
50.0,200.0,7.0,9.0,3577.0,4652.0,134989.0,517024.0,0.7216675670826823,0.0,0.0,500000.0
100.0,200.0,7.0,9.0,1180.0,796.0,42129.0,81152.0,0.5498591719880848,0.0,0.0,64000.0
